"pseudo_id","Date","Total.ST.min","Social.ST.min","Pickups","is_weekday","Daily_Prop_Social_ST","Daily_Duration_Per_Use","Treatment","workmate","X2: academic talk","non-academic","pets","sex","age","cousre credit","country degree","job","siblings","apps","devices","procrastination score","team","BMI","compliance","is_intervention"
3128,2024-01-17,500,273,127,1,0.546,3.93700787401575,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-18,535,184,179,1,0.34392523364486,2.98882681564246,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-19,571,193,67,1,0.33800350262697,8.52238805970149,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-20,411,214,75,1,0.520681265206813,5.48,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-21,407,148,26,0,0.363636363636364,15.6538461538462,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-22,758,296,122,0,0.390501319261214,6.21311475409836,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-23,609,296,103,1,0.486042692939245,5.9126213592233,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-24,516,234,96,1,0.453488372093023,5.375,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-25,445,175,151,1,0.393258426966292,2.94701986754967,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-26,359,165,90,1,0.459610027855153,3.98888888888889,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-27,507,166,19,1,0.32741617357002,26.6842105263158,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-28,571,176,48,0,0.308231173380035,11.8958333333333,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-29,514,87,110,0,0.169260700389105,4.67272727272727,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-30,613,178,122,1,0.290375203915171,5.02459016393443,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-01-31,515,104,135,1,0.201941747572815,3.81481481481481,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-01,601,237,182,1,0.394342762063228,3.3021978021978,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-02,542,115,56,1,0.212177121771218,9.67857142857143,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-03,843,301,76,1,0.3570581257414,11.0921052631579,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-04,434,92,77,0,0.211981566820277,5.63636363636364,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-05,594,230,125,0,0.387205387205387,4.752,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-06,582,204,151,1,0.350515463917526,3.85430463576159,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-07,700,269,115,1,0.384285714285714,6.08695652173913,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-08,549,100,189,1,0.182149362477231,2.9047619047619,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-09,387,167,127,1,0.431524547803618,3.04724409448819,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-10,541,81,167,1,0.149722735674677,3.23952095808383,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-11,381,108,41,0,0.283464566929134,9.29268292682927,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-12,336,261,69,0,0.776785714285714,4.8695652173913,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-13,705,113,140,1,0.160283687943262,5.03571428571429,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-14,439,255,84,1,0.580865603644647,5.22619047619048,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-15,290,238,119,1,0.820689655172414,2.43697478991597,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-16,410,303,142,1,0.739024390243902,2.88732394366197,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-17,519,259,127,1,0.499036608863198,4.08661417322835,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-18,502,332,49,0,0.661354581673307,10.2448979591837,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-19,398,318,64,0,0.798994974874372,6.21875,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-20,576,223,66,1,0.387152777777778,8.72727272727273,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
